year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2016,Business Skills,Product Marketing,C,Manufacturing,Industrial Automation,0.296%
2016,Business Skills,Product Marketing,M,Professional scientific and technical activities,Architecture & Planning,0.290%
2016,Business Skills,Product Marketing,K,Financial and insurance activities,Capital Markets,0.272%
2016,Business Skills,Product Marketing,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.262%
2016,Business Skills,Product Marketing,K,Financial and insurance activities,Investment Banking,0.260%
2016,Business Skills,Product Marketing,M,Professional scientific and technical activities,Research,0.221%
2016,Business Skills,Product Marketing,K,Financial and insurance activities,Banking,0.220%
2016,Business Skills,Product Marketing,M,Professional scientific and technical activities,Environmental Services,0.213%
2016,Business Skills,Product Marketing,R,"Arts, entertainment and recreation ",Museums & Institutions,0.213%
2016,Business Skills,Product Marketing,R,"Arts, entertainment and recreation ",Fine Art,0.205%
2016,Business Skills,Product Marketing,J,Information and communication,Writing & Editing,0.205%
2016,Business Skills,Product Marketing,M,Professional scientific and technical activities,Law Practice,0.188%
2016,Business Skills,Product Marketing,R,"Arts, entertainment and recreation ",Performing Arts,0.188%
2016,Business Skills,Product Marketing,M,Professional scientific and technical activities,Legal Services,0.174%
2016,Business Skills,Product Marketing,B,Mining and quarrying,Mining & Metals,0.161%
2016,Business Skills,Product Marketing,M,Professional scientific and technical activities,Accounting,0.158%
2016,Business Skills,Product Marketing,B,Mining and quarrying,Oil & Energy,0.133%
2016,Business Skills,Product Marketing,J,Information and communication,Motion Pictures & Film,0.131%
2016,Business Skills,Product Marketing,R,"Arts, entertainment and recreation ",Animation,0.082%
2016,Business Skills,Product Marketing,C,Manufacturing,Aviation & Aerospace,0.047%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Pharmaceuticals,1.220%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Semiconductors,1.104%
2016,Specialized Industry Skills,Product Testing,M,Professional scientific and technical activities,Biotechnology,0.824%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Electrical & Electronic Manufacturing,0.602%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Aviation & Aerospace,0.569%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Computer Hardware,0.390%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Industrial Automation,0.276%
2016,Specialized Industry Skills,Product Testing,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.247%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Automotive,0.232%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Computer Games,0.220%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Telecommunications,0.213%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Food Production,0.203%
2016,Specialized Industry Skills,Product Testing,B,Mining and quarrying,Oil & Energy,0.195%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Information Technology & Services,0.175%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Computer Software,0.172%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Plastics,0.167%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Chemicals,0.153%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Machinery,0.138%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Computer Networking,0.126%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Packaging & Containers,0.076%
2016,Specialized Industry Skills,Product Testing,B,Mining and quarrying,Mining & Metals,0.071%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Renewables & Environment,0.066%
2016,Specialized Industry Skills,Product Testing,M,Professional scientific and technical activities,Research,0.065%
2016,Specialized Industry Skills,Product Testing,M,Professional scientific and technical activities,Environmental Services,0.061%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Computer & Network Security,0.060%
2016,Specialized Industry Skills,Product Testing,J,Information and communication,Internet,0.054%
2016,Specialized Industry Skills,Product Testing,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.052%
2016,Specialized Industry Skills,Product Testing,M,Professional scientific and technical activities,Information Services,0.052%
2016,Specialized Industry Skills,Product Testing,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.049%
2016,Specialized Industry Skills,Product Testing,K,Financial and insurance activities,Financial Services,0.046%
2016,Specialized Industry Skills,Product Testing,K,Financial and insurance activities,Insurance,0.045%
2016,Specialized Industry Skills,Product Testing,K,Financial and insurance activities,Banking,0.040%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Printing,0.034%
2016,Specialized Industry Skills,Product Testing,C,Manufacturing,Textiles,0.027%
2016,Specialized Industry Skills,Product Testing,M,Professional scientific and technical activities,Marketing & Advertising,0.025%
2016,Specialized Industry Skills,Product Testing,R,"Arts, entertainment and recreation ",Entertainment,0.024%
2016,Specialized Industry Skills,Product Testing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.015%
2016,Specialized Industry Skills,Professional Sports,R,"Arts, entertainment and recreation ",Sports,2.396%
2016,Specialized Industry Skills,Professional Sports,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.176%
2016,Business Skills,Project Management,B,Mining and quarrying,Mining & Metals,4.300%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,3.913%
2016,Business Skills,Project Management,C,Manufacturing,Renewables & Environment,3.659%
2016,Business Skills,Project Management,B,Mining and quarrying,Oil & Energy,3.645%
2016,Business Skills,Project Management,C,Manufacturing,Aviation & Aerospace,3.453%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Architecture & Planning,3.144%
2016,Business Skills,Project Management,C,Manufacturing,Electrical & Electronic Manufacturing,3.090%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Environmental Services,3.036%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Management Consulting,2.826%
2016,Business Skills,Project Management,C,Manufacturing,Industrial Automation,2.654%
2016,Business Skills,Project Management,C,Manufacturing,Machinery,2.626%
2016,Business Skills,Project Management,J,Information and communication,Telecommunications,2.457%
2016,Business Skills,Project Management,J,Information and communication,Information Technology & Services,2.426%
2016,Business Skills,Project Management,C,Manufacturing,Chemicals,1.891%
2016,Business Skills,Project Management,J,Information and communication,Computer Software,1.796%
2016,Business Skills,Project Management,C,Manufacturing,Paper & Forest Products,1.764%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Executive Office,1.722%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Professional Training & Coaching,1.624%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Information Services,1.612%
2016,Business Skills,Project Management,C,Manufacturing,Plastics,1.607%
2016,Business Skills,Project Management,J,Information and communication,Semiconductors,1.574%
2016,Business Skills,Project Management,C,Manufacturing,Automotive,1.562%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Research,1.532%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Market Research,1.515%
2016,Business Skills,Project Management,J,Information and communication,Computer Hardware,1.495%
2016,Business Skills,Project Management,K,Financial and insurance activities,Banking,1.456%
2016,Business Skills,Project Management,K,Financial and insurance activities,Venture Capital & Private Equity,1.370%
2016,Business Skills,Project Management,K,Financial and insurance activities,Financial Services,1.329%
2016,Business Skills,Project Management,J,Information and communication,Computer Networking,1.273%
2016,Business Skills,Project Management,K,Financial and insurance activities,Insurance,1.245%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Translation & Localization,1.181%
2016,Business Skills,Project Management,J,Information and communication,Internet,1.174%
2016,Business Skills,Project Management,J,Information and communication,Computer & Network Security,1.167%
2016,Business Skills,Project Management,C,Manufacturing,Packaging & Containers,1.161%
2016,Business Skills,Project Management,C,Manufacturing,Food Production,1.154%
2016,Business Skills,Project Management,C,Manufacturing,Pharmaceuticals,1.120%
2016,Business Skills,Project Management,K,Financial and insurance activities,Capital Markets,1.056%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Design,1.046%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Outsourcing/Offshoring,1.031%
2016,Business Skills,Project Management,C,Manufacturing,Printing,1.007%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Events Services,1.006%
2016,Business Skills,Project Management,K,Financial and insurance activities,Investment Banking,0.988%
2016,Business Skills,Project Management,C,Manufacturing,Textiles,0.949%
2016,Business Skills,Project Management,K,Financial and insurance activities,Investment Management,0.919%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Accounting,0.876%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Biotechnology,0.830%
2016,Business Skills,Project Management,J,Information and communication,Computer Games,0.779%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Marketing & Advertising,0.741%
2016,Business Skills,Project Management,J,Information and communication,Publishing,0.676%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Public Relations & Communications,0.660%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.657%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Museums & Institutions,0.639%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Legal Services,0.546%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Sports,0.512%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.509%
2016,Business Skills,Project Management,J,Information and communication,Media Production,0.489%
2016,Business Skills,Project Management,J,Information and communication,Online Media,0.433%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Law Practice,0.420%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Arts & Crafts,0.402%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Fine Art,0.394%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Graphic Design,0.391%
2016,Business Skills,Project Management,J,Information and communication,Broadcast Media,0.389%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Entertainment,0.381%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Performing Arts,0.377%
2016,Business Skills,Project Management,J,Information and communication,Writing & Editing,0.373%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Animation,0.327%
2016,Business Skills,Project Management,J,Information and communication,Newspapers,0.306%
2016,Business Skills,Project Management,R,"Arts, entertainment and recreation ",Music,0.304%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Photography,0.252%
2016,Business Skills,Project Management,J,Information and communication,Motion Pictures & Film,0.224%
2016,Business Skills,Project Management,M,Professional scientific and technical activities,Veterinary,0.166%
2016,Specialized Industry Skills,Property Law,M,Professional scientific and technical activities,Law Practice,0.123%
2016,Specialized Industry Skills,Property Law,M,Professional scientific and technical activities,Legal Services,0.046%
2016,Specialized Industry Skills,Property Law,K,Financial and insurance activities,Insurance,0.045%
2016,Specialized Industry Skills,Property Management,K,Financial and insurance activities,Investment Management,0.090%
2016,Specialized Industry Skills,Property Management,K,Financial and insurance activities,Financial Services,0.066%
2016,Specialized Industry Skills,Property Management,K,Financial and insurance activities,Banking,0.057%
2016,Specialized Industry Skills,Property Management,M,Professional scientific and technical activities,Law Practice,0.022%
2016,Specialized Industry Skills,Property Management,M,Professional scientific and technical activities,Management Consulting,0.019%
2016,Specialized Industry Skills,Psychology,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.575%
2016,Specialized Industry Skills,Psychology,M,Professional scientific and technical activities,Professional Training & Coaching,0.226%
2016,Specialized Industry Skills,Psychology,M,Professional scientific and technical activities,Research,0.062%
2016,Specialized Industry Skills,Psychology,R,"Arts, entertainment and recreation ",Sports,0.060%
2016,Specialized Industry Skills,Psychology,M,Professional scientific and technical activities,Management Consulting,0.024%
2016,Specialized Industry Skills,Public Health,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.538%
2016,Specialized Industry Skills,Public Health,M,Professional scientific and technical activities,Research,0.167%
2016,Specialized Industry Skills,Public Health,C,Manufacturing,Pharmaceuticals,0.085%
2016,Specialized Industry Skills,Public Health,M,Professional scientific and technical activities,Biotechnology,0.046%
2016,Specialized Industry Skills,Public Policy,M,Professional scientific and technical activities,Research,0.188%
2016,Specialized Industry Skills,Public Policy,M,Professional scientific and technical activities,Management Consulting,0.038%
2016,Specialized Industry Skills,Public Policy,M,Professional scientific and technical activities,Public Relations & Communications,0.024%
2016,Specialized Industry Skills,Public Policy,C,Manufacturing,Renewables & Environment,0.017%
2016,Specialized Industry Skills,Public Safety,B,Mining and quarrying,Mining & Metals,0.659%
2016,Specialized Industry Skills,Public Safety,B,Mining and quarrying,Oil & Energy,0.581%
2016,Specialized Industry Skills,Public Safety,M,Professional scientific and technical activities,Environmental Services,0.364%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Chemicals,0.320%
2016,Specialized Industry Skills,Public Safety,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.165%
2016,Specialized Industry Skills,Public Safety,M,Professional scientific and technical activities,Management Consulting,0.140%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Renewables & Environment,0.105%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Electrical & Electronic Manufacturing,0.087%
2016,Specialized Industry Skills,Public Safety,J,Information and communication,Information Technology & Services,0.087%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Aviation & Aerospace,0.085%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Automotive,0.078%
2016,Specialized Industry Skills,Public Safety,K,Financial and insurance activities,Banking,0.076%
2016,Specialized Industry Skills,Public Safety,K,Financial and insurance activities,Financial Services,0.070%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Food Production,0.070%
2016,Specialized Industry Skills,Public Safety,M,Professional scientific and technical activities,Law Practice,0.058%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Packaging & Containers,0.048%
2016,Specialized Industry Skills,Public Safety,K,Financial and insurance activities,Insurance,0.047%
2016,Specialized Industry Skills,Public Safety,M,Professional scientific and technical activities,Accounting,0.037%
2016,Specialized Industry Skills,Public Safety,C,Manufacturing,Pharmaceuticals,0.036%
2016,Specialized Industry Skills,Public Safety,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.029%
2016,Specialized Industry Skills,Public Safety,J,Information and communication,Computer & Network Security,0.024%
2016,Specialized Industry Skills,Public Safety,J,Information and communication,Internet,0.018%
2016,Specialized Industry Skills,Public Safety,J,Information and communication,Telecommunications,0.018%
2016,Specialized Industry Skills,Radio Production,J,Information and communication,Broadcast Media,1.952%
2016,Specialized Industry Skills,Radio Production,J,Information and communication,Media Production,0.544%
2016,Specialized Industry Skills,Radio Production,R,"Arts, entertainment and recreation ",Music,0.534%
2016,Specialized Industry Skills,Radio Production,R,"Arts, entertainment and recreation ",Entertainment,0.302%
2016,Specialized Industry Skills,Radio Production,J,Information and communication,Motion Pictures & Film,0.171%
2016,Specialized Industry Skills,Radio Production,M,Professional scientific and technical activities,Events Services,0.103%
2016,Specialized Industry Skills,Radio Production,J,Information and communication,Online Media,0.100%
2016,Specialized Industry Skills,Radio Production,R,"Arts, entertainment and recreation ",Performing Arts,0.094%
2016,Specialized Industry Skills,Radio Production,J,Information and communication,Newspapers,0.064%
2016,Specialized Industry Skills,Radio Production,J,Information and communication,Computer Games,0.051%
2016,Specialized Industry Skills,Radio Production,R,"Arts, entertainment and recreation ",Sports,0.050%
2016,Specialized Industry Skills,Radio Production,M,Professional scientific and technical activities,Marketing & Advertising,0.034%
2016,Specialized Industry Skills,Radio Production,J,Information and communication,Writing & Editing,0.012%
2016,Specialized Industry Skills,Radiology,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.068%
2016,Specialized Industry Skills,Radiology,M,Professional scientific and technical activities,Veterinary,0.055%
2016,Specialized Industry Skills,Real Estate,K,Financial and insurance activities,Banking,0.754%
2016,Specialized Industry Skills,Real Estate,K,Financial and insurance activities,Financial Services,0.657%
2016,Specialized Industry Skills,Real Estate,M,Professional scientific and technical activities,Law Practice,0.239%
2016,Specialized Industry Skills,Real Estate,K,Financial and insurance activities,Investment Management,0.135%
2016,Specialized Industry Skills,Real Estate,M,Professional scientific and technical activities,Architecture & Planning,0.106%
2016,Specialized Industry Skills,Real Estate,K,Financial and insurance activities,Insurance,0.087%
2016,Specialized Industry Skills,Real Estate,M,Professional scientific and technical activities,Design,0.061%
2016,Specialized Industry Skills,Real Estate,M,Professional scientific and technical activities,Legal Services,0.061%
2016,Specialized Industry Skills,Real Estate,M,Professional scientific and technical activities,Management Consulting,0.027%
2016,Specialized Industry Skills,Real Estate,B,Mining and quarrying,Oil & Energy,0.019%
2016,Specialized Industry Skills,Recreation,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.328%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Outsourcing/Offshoring,1.092%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Information Technology & Services,0.666%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Textiles,0.596%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Computer Software,0.500%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Management Consulting,0.496%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Internet,0.471%
2016,Specialized Industry Skills,Recruiting,K,Financial and insurance activities,Insurance,0.401%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Pharmaceuticals,0.319%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Semiconductors,0.308%
2016,Specialized Industry Skills,Recruiting,K,Financial and insurance activities,Financial Services,0.294%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Professional Training & Coaching,0.273%
2016,Specialized Industry Skills,Recruiting,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.242%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Electrical & Electronic Manufacturing,0.240%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Law Practice,0.239%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Automotive,0.228%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Information Services,0.224%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Telecommunications,0.218%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Accounting,0.216%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Chemicals,0.216%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Food Production,0.214%
2016,Specialized Industry Skills,Recruiting,K,Financial and insurance activities,Banking,0.210%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Aviation & Aerospace,0.207%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Biotechnology,0.195%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Marketing & Advertising,0.191%
2016,Specialized Industry Skills,Recruiting,B,Mining and quarrying,Oil & Energy,0.191%
2016,Specialized Industry Skills,Recruiting,K,Financial and insurance activities,Investment Management,0.189%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.185%
2016,Specialized Industry Skills,Recruiting,B,Mining and quarrying,Mining & Metals,0.180%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Market Research,0.172%
2016,Specialized Industry Skills,Recruiting,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.171%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Packaging & Containers,0.171%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Computer Games,0.169%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Machinery,0.167%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Plastics,0.155%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Renewables & Environment,0.154%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Industrial Automation,0.152%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Legal Services,0.152%
2016,Specialized Industry Skills,Recruiting,R,"Arts, entertainment and recreation ",Entertainment,0.151%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Paper & Forest Products,0.123%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Research,0.116%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Environmental Services,0.111%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Publishing,0.110%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Executive Office,0.095%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Computer Networking,0.092%
2016,Specialized Industry Skills,Recruiting,C,Manufacturing,Printing,0.091%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Translation & Localization,0.091%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Newspapers,0.089%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Broadcast Media,0.082%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Computer Hardware,0.078%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Events Services,0.077%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Media Production,0.077%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Computer & Network Security,0.072%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Design,0.066%
2016,Specialized Industry Skills,Recruiting,K,Financial and insurance activities,Venture Capital & Private Equity,0.037%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Writing & Editing,0.036%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Architecture & Planning,0.035%
2016,Specialized Industry Skills,Recruiting,R,"Arts, entertainment and recreation ",Sports,0.035%
2016,Specialized Industry Skills,Recruiting,J,Information and communication,Online Media,0.033%
2016,Specialized Industry Skills,Recruiting,M,Professional scientific and technical activities,Public Relations & Communications,0.024%
2016,Specialized Industry Skills,Recruiting,R,"Arts, entertainment and recreation ",Music,0.018%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Research,3.130%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Market Research,3.015%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Museums & Institutions,2.259%
2016,Specialized Industry Skills,Research,J,Information and communication,Writing & Editing,1.937%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Translation & Localization,1.725%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Biotechnology,1.608%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Veterinary,1.550%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Legal Services,1.479%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Environmental Services,1.381%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Law Practice,1.297%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Public Relations & Communications,1.042%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Fine Art,0.977%
2016,Specialized Industry Skills,Research,C,Manufacturing,Chemicals,0.947%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Arts & Crafts,0.848%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Performing Arts,0.848%
2016,Specialized Industry Skills,Research,J,Information and communication,Publishing,0.807%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Executive Office,0.795%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Information Services,0.741%
2016,Specialized Industry Skills,Research,C,Manufacturing,Pharmaceuticals,0.716%
2016,Specialized Industry Skills,Research,C,Manufacturing,Renewables & Environment,0.715%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Professional Training & Coaching,0.702%
2016,Specialized Industry Skills,Research,J,Information and communication,Newspapers,0.689%
2016,Specialized Industry Skills,Research,J,Information and communication,Online Media,0.677%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.621%
2016,Specialized Industry Skills,Research,K,Financial and insurance activities,Capital Markets,0.613%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Accounting,0.576%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Architecture & Planning,0.573%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Management Consulting,0.553%
2016,Specialized Industry Skills,Research,K,Financial and insurance activities,Venture Capital & Private Equity,0.518%
2016,Specialized Industry Skills,Research,C,Manufacturing,Food Production,0.495%
2016,Specialized Industry Skills,Research,K,Financial and insurance activities,Investment Banking,0.494%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Sports,0.482%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Events Services,0.464%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Music,0.460%
2016,Specialized Industry Skills,Research,J,Information and communication,Semiconductors,0.453%
2016,Specialized Industry Skills,Research,J,Information and communication,Media Production,0.450%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Entertainment,0.426%
2016,Specialized Industry Skills,Research,J,Information and communication,Computer & Network Security,0.421%
2016,Specialized Industry Skills,Research,K,Financial and insurance activities,Investment Management,0.414%
2016,Specialized Industry Skills,Research,J,Information and communication,Internet,0.374%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Marketing & Advertising,0.372%
2016,Specialized Industry Skills,Research,K,Financial and insurance activities,Financial Services,0.359%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.325%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Design,0.314%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.313%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Animation,0.300%
2016,Specialized Industry Skills,Research,C,Manufacturing,Electrical & Electronic Manufacturing,0.299%
2016,Specialized Industry Skills,Research,J,Information and communication,Broadcast Media,0.294%
2016,Specialized Industry Skills,Research,C,Manufacturing,Plastics,0.286%
2016,Specialized Industry Skills,Research,J,Information and communication,Computer Software,0.268%
2016,Specialized Industry Skills,Research,J,Information and communication,Computer Networking,0.264%
2016,Specialized Industry Skills,Research,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.259%
2016,Specialized Industry Skills,Research,J,Information and communication,Motion Pictures & Film,0.250%
2016,Specialized Industry Skills,Research,J,Information and communication,Information Technology & Services,0.243%
2016,Specialized Industry Skills,Research,K,Financial and insurance activities,Insurance,0.226%
2016,Specialized Industry Skills,Research,B,Mining and quarrying,Mining & Metals,0.224%
2016,Specialized Industry Skills,Research,B,Mining and quarrying,Oil & Energy,0.223%
2016,Specialized Industry Skills,Research,C,Manufacturing,Textiles,0.199%
2016,Specialized Industry Skills,Research,K,Financial and insurance activities,Banking,0.198%
2016,Specialized Industry Skills,Research,J,Information and communication,Computer Hardware,0.195%
2016,Specialized Industry Skills,Research,C,Manufacturing,Aviation & Aerospace,0.188%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Photography,0.185%
2016,Specialized Industry Skills,Research,C,Manufacturing,Automotive,0.159%
2016,Specialized Industry Skills,Research,J,Information and communication,Telecommunications,0.150%
2016,Specialized Industry Skills,Research,M,Professional scientific and technical activities,Graphic Design,0.146%
2016,Specialized Industry Skills,Research,C,Manufacturing,Industrial Automation,0.145%
2016,Specialized Industry Skills,Research,C,Manufacturing,Machinery,0.125%
2016,Specialized Industry Skills,Research,C,Manufacturing,Paper & Forest Products,0.123%
2016,Specialized Industry Skills,Research,C,Manufacturing,Packaging & Containers,0.086%
2016,Specialized Industry Skills,Research,J,Information and communication,Computer Games,0.068%
2016,Specialized Industry Skills,Research,C,Manufacturing,Printing,0.068%
2016,Specialized Industry Skills,Retail Packaging,C,Manufacturing,Packaging & Containers,0.675%
2016,Specialized Industry Skills,Retail Packaging,C,Manufacturing,Printing,0.668%
