country_code,country_name,wb_income,wb_region,skill_group_category,skill_group_name,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,,,,,,,,,,,,,,,,,,,
mz,Mozambique,Low income,Sub-Saharan Africa,Specialized Industry Skills,Machining,424.98,-463.45,-250.33,207.72,,,,,,,,,,,,,,,,,,,
mz,Mozambique,Low income,Sub-Saharan Africa,Business Skills,Economics,68.76,-186.29,-205.3,251.05,,,,,,,,,,,,,,,,,,,
mz,Mozambique,Low income,Sub-Saharan Africa,Tech Skills,Enterprise Software,339.29,-617.63,-10.23,293.31,,,,,,,,,,,,,,,,,,,
mz,Mozambique,Low income,Sub-Saharan Africa,Specialized Industry Skills,Travel Management,561.04,-602.09,-455.09,324.2,,,,,,,,,,,,,,,,,,,
mz,Mozambique,Low income,Sub-Saharan Africa,Business Skills,Digital Marketing,759.49,-737.91,-1329.2,451.8,,,,,,,,,,,,,,,,,,,
mz,Mozambique,Low income,Sub-Saharan Africa,Specialized Industry Skills,Mining,0,-1717.41,-391.78,860.95,,,,,,,,,,,,,,,,,,,
mz,Mozambique,Low income,Sub-Saharan Africa,Specialized Industry Skills,Physical Security,-1007.44,-915.85,-1576.42,1102.16,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Aerospace Engineering,3090.13,-615.78,-61.07,-1067.14,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Real Estate,3349.95,-1180.17,192.43,-629.66,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Growth Strategies,1447.2,1538.86,0,-606.92,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Investment Banking,3586.88,1764.99,894.74,-606.19,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Capital Markets,4011.52,2467.9,776.81,-594.92,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Public Policy,2349.1,1310.18,40.09,-411.34,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Public Health,1276.4,284.7,462.82,-386.6,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Politics,2857.14,1395.92,-114.47,-293.11,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Power Systems,1783.72,1899.14,683.2,-283.35,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Healthcare Management,0,564.2,-68.42,-228.25,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Mobile Application Development,398.01,677.33,-97.15,-199.54,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Pharmaceutics,338.33,538.64,177.11,-190.21,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Nonprofit Management,3111.33,1395.12,-130.47,-130.56,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Economics,2859.62,1566.63,935.58,-129.82,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Video,1294.19,2695.58,68.42,-127.86,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Utilities,741.8,527.86,197.17,-114.34,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Public Safety,1595.6,626.73,200.41,-104.04,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Law,1707.19,4171.69,638.55,-79.68,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,International Law,1450.18,1019.81,-196.31,-73.44,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Development Tools,446.93,698.12,174.77,-45.47,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Family Medicine,365.78,241.79,31.53,-42.62,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Drilling Engineering,345.96,-818.98,-630.95,-22.63,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Airlines,2334.95,501.11,-280.16,-19.73,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Web Development,99.46,491.03,119.58,-12.06,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Entrepreneurship,794.56,936.46,-92.32,-7.09,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Personal Coaching,1282.28,598.43,111.11,41.55,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Computer Networking,1553,2048.63,0,52.91,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Delivery Operations,2117.65,1310.63,258.41,55.98,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Oil & Gas,669.23,-151.29,109.79,61.8,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Negotiation,848.7,362.13,103.14,64.13,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Higher Education,1964.47,607.07,11.71,64.17,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Insurance,2158.56,1300.51,172.89,87.44,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Cyber-security,685.99,693.58,261.07,93.39,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Environmental Science,3650.84,2609.32,429.98,96.36,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Writing,1530.57,1122.27,-135.15,108.91,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Travel Management,1004.39,639.83,145.87,113.07,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Photography,1502.5,837.49,-39.15,122.4,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Teaching,678.12,355.74,28.07,122.95,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Foreign Languages,999.64,678.76,130.98,133.19,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Employee Learning & Development,1196.31,473,-63.07,138.27,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Management Accounting,1139.53,773.55,498.11,141.57,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Administrative Assistance,709.42,524.21,188.11,141.73,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Flexible Approach,1515.33,112.94,333.33,154.54,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Physical Security,4461.71,932.76,-581.53,159.93,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,K-12 Education,2978.6,689.66,-239.2,168.99,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Project Management,1696.69,1092.47,203.5,175.4,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Editing,1062.81,711.32,-123.45,175.48,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Earth Science,2711.23,757.68,-252.99,175.48,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Contract Law,1176.47,1815.82,202.98,184.39,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Product Development,718.67,532.42,231.7,184.58,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Retail Sales,1431.65,517.87,254.56,187.78,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Management Consulting,1150.05,751.55,214.17,190.84,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Recruiting,1048.17,297.8,122.28,205.31,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Business Management,1806.76,855.55,260.04,209.41,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Accounts Payable,355.41,571.43,664.56,211.72,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Research,1161.39,681.95,255.65,221.91,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Educational Administration,1726.84,446.35,-146.1,224.21,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Bookkeeping,1055.54,841.9,858.61,230.03,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Leadership,1349.16,620.6,269.75,237.32,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Procurement,1164.26,994.44,96.22,241.75,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Data Storage Technologies,801.34,821.92,337.56,243.06,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Financial Accounting,2036.95,1294.42,836.9,244.41,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Volunteer Management,856.61,718.73,-116.69,245.94,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Oral Communication,820.87,668.5,272.29,273.53,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Product Marketing,1487,635.25,347.9,278.65,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Animation,639.32,1540.54,1205.04,280.89,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Inventory Management,1397.67,1307.77,243.83,295.12,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,People Management,1197.74,625.58,357.57,297.06,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Journalism,1528.48,1132.27,-905.53,304.88,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Tax Accounting,1384.78,1830.26,957.99,312.55,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Technical Support,882.41,584.42,176.83,312.64,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Event Planning,1158.03,593.65,295.24,314.56,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Ocean Transportation,1676.97,866.68,116,317.86,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Human Computer Interaction,113.96,417.88,182.86,318.75,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Human Resources,1017.05,661.57,-137.05,322.37,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Revenue Analysis,1350.1,910.01,976.86,325.71,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Inside Sales,918.41,537.5,235.11,339.34,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Social Media,1535.93,972.36,184.86,341.92,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Environmental Consulting,2645.46,1456.08,311.62,344.17,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Graphic Design,874.28,687.7,295.26,372.08,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Disruptive Tech Skills,Data Science,1867.32,947.76,688.03,374,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Electronics,835.85,1037.78,518.54,379.16,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Problem Solving,1682.69,1495.92,490.73,384.43,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Computer Hardware,327.67,361.56,346.88,389.66,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Pharmaceutical Manufacturing,792.88,898.02,363.89,396.55,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Maintenance & Repair,1099.44,444.23,512.94,403.86,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Corporate Communications,1760.2,1223.31,-189.6,406.48,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Advertising,1519.2,662.95,242.18,408.15,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Sales Operations,1572.44,842.31,361.96,424.35,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Ground Transportation,663.68,607.42,200.55,435.06,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Architecture,1171.61,940.84,906.52,436.67,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Shipbuilding,107.91,1252.53,551.35,441.89,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Digital Literacy,1774.32,915.72,570.64,444.52,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Food Manufacturing,3879.91,1700.27,715.14,454.23,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Manufacturing Operations,1111.37,1181.11,514.61,456.99,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Auditing,1586.78,1583.14,494.47,466.96,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Time Management,919.78,657.53,392.85,473.1,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Customer Experience,1874.36,728.5,416.1,487.22,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Enterprise Software,1128.01,879.63,590.77,500.51,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Machining,2021.34,151.96,619.55,517.9,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Industrial Design,1532.32,574.16,1123.07,529.02,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Music,1002.17,317.95,977.56,533.88,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Business Skills,Digital Marketing,1873.88,925.95,486.33,539.87,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Telecommunications,6833.99,3463.79,-1197.74,572.67,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Cooking,3191.04,3908.4,830.13,618.37,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Software Development Life Cycle (SDLC),1335.25,1237.11,199.6,635.27,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Product Testing,1739.6,900.53,242.28,654.63,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Tech Skills,Scientific Computing,451.55,803.48,978.59,671.19,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Construction Engineering,1099.53,1813.73,388.16,736.29,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Soft Skills,Social Perceptiveness,2724.8,1617.07,-301.89,830.32,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Lodging,1879.43,1208.89,946.14,895.59,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Apparel,2669.63,2812.5,746.32,1176.79,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Agricultural Production,1723.92,2180.83,1408.02,1291.55,,,,,,,,,,,,,,,,,,,
mm,Myanmar,Lower middle income,East Asia & Pacific,Specialized Industry Skills,Food Service Operations,3093.92,3243.57,1398.42,1400.54,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Construction Engineering,557.52,842.42,-32.32,-935.22,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Airlines,-414.59,1105.17,156.37,-911.9,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Oil & Gas,1009.27,293.93,-1214.68,-835.43,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Architecture,506.59,807.36,-140.38,-683.05,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Law,-221.7,282.35,212.73,-678.07,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Power Systems,728.62,617.28,-238.27,-524.19,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Economics,350.14,742.04,-28.39,-509.27,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Drilling Engineering,320.07,43.8,-380.25,-440.61,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Tech Skills,Data Storage Technologies,140.19,62.06,-38.82,-421.74,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Nonprofit Management,45,-226.52,-952.7,-391.23,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Public Health,72.22,96.71,-780.8,-366.97,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Environmental Science,652.55,-131.26,19.88,-366.28,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Disruptive Tech Skills,Development Tools,108.42,32.39,103.06,-358.96,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Tech Skills,Computer Networking,396.25,-128.49,16.57,-351.73,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Tech Skills,Software Development Life Cycle (SDLC),104.92,349.96,-305.83,-299.68,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Disruptive Tech Skills,Cyber-security,358.4,24.45,21.09,-283.18,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Utilities,784.73,104.8,-350.13,-276.52,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Telecommunications,-546.84,-67.42,-298.78,-268.56,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Tech Skills,Web Development,206.37,49.21,16.73,-256.23,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Entrepreneurship,12.65,31.69,-190.22,-211.92,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Lodging,60.02,-171.46,378.75,-182.17,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Project Management,216.99,201.52,-78.42,-178.35,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Capital Markets,538.65,200.26,30.63,-177.34,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Environmental Consulting,193.49,172.91,-91.88,-174.27,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Travel Management,109.62,-200.8,468.37,-170.18,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Investment Banking,221.57,373.16,194.91,-166.81,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Politics,-572.92,-554.49,-462.04,-154.42,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Management Consulting,94.19,118.36,-38.12,-152.92,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Procurement,107.08,103.88,-76.82,-151.53,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Auditing,214.36,352.5,-103.54,-146.59,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Tech Skills,Technical Support,139.23,7.32,15.28,-141.76,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Higher Education,76.61,69.5,-251.49,-136.52,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Corporate Communications,113.53,0,-202.15,-126.31,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Disruptive Tech Skills,Data Science,342.7,396.57,-76.09,-125.62,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Tax Accounting,57.18,34.44,-20,-111.86,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Electronics,435.57,346.87,-129.2,-103.95,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Tech Skills,Graphic Design,225.2,368.65,70.5,-100.34,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Healthcare Management,982.92,305.34,197.63,-98.78,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Public Policy,-182.74,-144.56,-178.46,-92.21,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Financial Accounting,228.29,354.19,25.71,-86.8,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Manufacturing Operations,690.63,211.08,-296.9,-83.81,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Product Marketing,6.1,123.47,-27.35,-79.27,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Editing,241.79,100.5,-69.16,-74.05,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Business Management,174.93,196.5,-17.31,-72.93,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Insurance,-13.96,241.1,94.63,-71.88,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Earth Science,511.75,256.15,-161.62,-69.97,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Tech Skills,Digital Literacy,601.18,626.63,151.11,-65.91,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Inventory Management,36.79,29.06,33.2,-60.64,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Teaching,259.96,138.24,36.66,-57.12,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Soft Skills,Leadership,190.55,267.32,19.56,-52.26,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,People Management,10.1,184.63,-6.25,-47.54,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Business Skills,Advertising,120.87,-48.43,-113.74,-45.59,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Pharmaceutics,813.56,70.37,-15.2,-42.55,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Mining,777.92,-156.95,-584.61,-35.57,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Specialized Industry Skills,Foreign Languages,184.14,169.82,-130.07,-32.99,,,,,,,,,,,,,,,,,,,
na,Namibia,Upper middle income,Sub-Saharan Africa,Soft Skills,Time Management,65.9,305.07,-84.66,-31.92,,,,,,,,,,,,,,,,,,,
